text,polarity,emotion,tone,intensity
I hate this so much!!,negative,anger,casual,0.91
The service was excellent!!,positive,happiness,formal,0.86
This is absolutely frustrating!!,negative,anger,formal,0.96
This is absolutely frustrating. therefore,negative,anger,formal,0.96
This is absolutely frustrating. in my opinion,negative,anger,formal,0.89
This is absolutely frustrating accordingly,negative,anger,formal,0.95
This is a terrible experience. in my opinion,negative,stress,formal,0.91
This made me anxious lol,negative,anxiety,casual,0.92
This exceeded my expectations!!!,positive,surprise,professional,0.87
This is average,neutral,neutral,professional,0.35
This made me anxious,negative,anxiety,casual,0.87
What a wonderful outcome!!! accordingly,positive,surprise,formal,0.84
This is a terrible experience!!,negative,stress,formal,0.95
What a wonderful outcome!!!,positive,surprise,formal,0.85
I feel stressed about this!,negative,stress,casual,0.86
This made me anxious.,negative,anxiety,casual,0.86
I am truly impressed!,positive,happiness,professional,0.84
I absolutely love this product,positive,happiness,casual,0.95
I feel great about this!,positive,happiness,casual,0.86
I am very satisfied with the result!,positive,happiness,formal,0.89
This exceeded my expectations!,positive,surprise,professional,0.91
This is a terrible experience. in my opinion,negative,stress,formal,0.95
I feel great about this!!,positive,happiness,casual,0.86
This is a fantastic experience.,positive,happiness,formal,0.91
I feel great about this! honestly,positive,happiness,casual,0.92
The service was excellent!!,positive,happiness,formal,0.92
What a wonderful outcome. in my opinion,positive,surprise,formal,0.81
This is average!!!,neutral,neutral,professional,0.4
This is a fantastic experience. in my opinion,positive,happiness,formal,0.92
The product is okay!,neutral,neutral,casual,0.44
I am very satisfied with the result!!! accordingly,positive,happiness,formal,0.84
I am truly impressed!!,positive,happiness,professional,0.87
It works as expected!,neutral,neutral,formal,0.46
It works as expected! overall,neutral,neutral,formal,0.43
The service was excellent!,positive,happiness,formal,0.94
The product is okay!! kinda,neutral,neutral,casual,0.41
The service was excellent sincerely,positive,happiness,formal,0.92
I am very disappointed!! accordingly,negative,sadness,formal,0.88
I am truly impressed!!!,positive,happiness,professional,0.87
I feel stressed about this!!,negative,stress,casual,0.89
I am very disappointed sincerely,negative,sadness,formal,0.85
The service was excellent. therefore,positive,happiness,formal,0.91
I am truly impressed.,positive,happiness,professional,0.83
I am very satisfied with the result therefore,positive,happiness,formal,0.91
I hate this so much.,negative,anger,casual,0.9
This is absolutely frustrating!!,negative,anger,formal,0.93
The quality is awful!,negative,anger,professional,0.92
This is a fantastic experience!,positive,happiness,formal,0.91
Nothing special here!,neutral,neutral,casual,0.37
I am very disappointed!!! in my opinion,negative,sadness,formal,0.85
I absolutely love this product!!!,positive,happiness,casual,0.95
This exceeded my expectations!,positive,surprise,professional,0.88
The product is okay,neutral,neutral,casual,0.4
I absolutely love this product,positive,happiness,casual,0.88
I absolutely love this product!,positive,happiness,casual,0.96
This is a terrible experience,negative,stress,formal,0.89
I am very satisfied with the result!!,positive,happiness,formal,0.92
I am very disappointed in my opinion,negative,sadness,formal,0.9
This exceeded my expectations.,positive,surprise,professional,0.83
This is a fantastic experience!!!,positive,happiness,formal,0.93
What a wonderful outcome!!!,positive,surprise,formal,0.81
The quality is awful!!,negative,anger,professional,0.91
I regret buying this!!,negative,sadness,casual,0.89
I am truly impressed!!!,positive,happiness,professional,0.88
The quality is awful!!!,negative,anger,professional,0.87
I absolutely love this product!!,positive,happiness,casual,0.92
I am truly impressed.,positive,happiness,professional,0.8
I am very disappointed!!! sincerely,negative,sadness,formal,0.84
I feel stressed about this!!,negative,stress,casual,0.86
This exceeded my expectations!,positive,surprise,professional,0.91
I absolutely love this product kinda,positive,happiness,casual,0.94
I absolutely love this product!!!,positive,happiness,casual,0.91
I hate this so much!,negative,anger,casual,0.91
This is absolutely frustrating,negative,anger,formal,0.91
This is absolutely frustrating.,negative,anger,formal,0.89
This exceeded my expectations.,positive,surprise,professional,0.86
I am truly impressed.,positive,happiness,professional,0.86
This is a terrible experience!,negative,stress,formal,0.87
I am very disappointed!,negative,sadness,formal,0.92
I hate this so much!!,negative,anger,casual,0.9
This is absolutely frustrating!!!,negative,anger,formal,0.91
This exceeded my expectations!,positive,surprise,professional,0.9
This seems fine!,neutral,neutral,casual,0.4
I feel stressed about this!!,negative,stress,casual,0.94
This is average!!!,neutral,neutral,professional,0.36
I feel stressed about this!!!,negative,stress,casual,0.93
This exceeded my expectations!,positive,surprise,professional,0.91
I feel stressed about this!!!,negative,stress,casual,0.89
The quality is awful!!,negative,anger,professional,0.92
This is a fantastic experience.,positive,happiness,formal,0.86
I am very disappointed. in my opinion,negative,sadness,formal,0.89
This seems fine kinda,neutral,neutral,casual,0.4
I feel stressed about this!!! bro,negative,stress,casual,0.9
This is a fantastic experience,positive,happiness,formal,0.9
I absolutely love this product!!! bro,positive,happiness,casual,0.95
I feel great about this,positive,happiness,casual,0.92
I hate this so much!!! lol,negative,anger,casual,0.93
I absolutely love this product,positive,happiness,casual,0.95
I feel stressed about this!,negative,stress,casual,0.91
I feel great about this!,positive,happiness,casual,0.84
This is absolutely frustrating. sincerely,negative,anger,formal,0.96
The experience was ordinary.,neutral,neutral,formal,0.37
I am truly impressed!,positive,happiness,professional,0.87
This is absolutely frustrating!!,negative,anger,formal,0.94
The service was excellent!,positive,happiness,formal,0.9
I am very disappointed overall,negative,sadness,formal,0.85
I feel great about this!!,positive,happiness,casual,0.85
This exceeded my expectations!!!,positive,surprise,professional,0.83
I absolutely love this product. lol,positive,happiness,casual,0.94
I feel great about this really,positive,happiness,casual,0.87
The quality is awful,negative,anger,professional,0.92
The service was excellent!!,positive,happiness,formal,0.87
I absolutely love this product!! really,positive,happiness,casual,0.94
I am truly impressed!!!,positive,happiness,professional,0.87
I am truly impressed!,positive,happiness,professional,0.8
This is a terrible experience,negative,stress,formal,0.86
This is a terrible experience!!!,negative,stress,formal,0.94
The service was excellent! sincerely,positive,happiness,formal,0.9
The result is acceptable,neutral,neutral,formal,0.42
The quality is awful!!!,negative,anger,professional,0.95
This made me anxious. kinda,negative,anxiety,casual,0.88
I hate this so much.,negative,anger,casual,0.9
This seems fine!!,neutral,neutral,casual,0.39
This exceeded my expectations,positive,surprise,professional,0.85
The service was excellent,positive,happiness,formal,0.89
I am very satisfied with the result!!!,positive,happiness,formal,0.86
This is average!,neutral,neutral,professional,0.38
The product is okay.,neutral,neutral,casual,0.45
This made me anxious! kinda,negative,anxiety,casual,0.86
I am truly impressed!!!,positive,happiness,professional,0.81
I hate this so much!!,negative,anger,casual,0.95
It works as expected!!,neutral,neutral,formal,0.46
I am very disappointed!!!,negative,sadness,formal,0.88
I feel great about this. kinda,positive,happiness,casual,0.84
I regret buying this!!,negative,sadness,casual,0.85
The result is acceptable,neutral,neutral,formal,0.42
This seems fine!,neutral,neutral,casual,0.45
It does the job!!,neutral,neutral,professional,0.44
The quality is awful!!,negative,anger,professional,0.96
This is a terrible experience!! sincerely,negative,stress,formal,0.9
I am truly impressed.,positive,happiness,professional,0.87
It does the job,neutral,neutral,professional,0.45
Nothing special here,neutral,neutral,casual,0.4
The service was excellent sincerely,positive,happiness,formal,0.96
This is a fantastic experience!!!,positive,happiness,formal,0.85
What a wonderful outcome,positive,surprise,formal,0.8
I absolutely love this product!,positive,happiness,casual,0.93
I feel stressed about this. really,negative,stress,casual,0.85
I absolutely love this product!,positive,happiness,casual,0.92
This is a terrible experience!!!,negative,stress,formal,0.94
This exceeded my expectations!!!,positive,surprise,professional,0.9
This is a terrible experience!,negative,stress,formal,0.89
Nothing special here. bro,neutral,neutral,casual,0.4
The result is acceptable!!,neutral,neutral,formal,0.47
What a wonderful outcome!!!,positive,surprise,formal,0.85
The service was excellent!,positive,happiness,formal,0.91
Nothing special here!!!,neutral,neutral,casual,0.37
This exceeded my expectations,positive,surprise,professional,0.85
I feel great about this!!! kinda,positive,happiness,casual,0.93
The quality is awful!,negative,anger,professional,0.96
The service was excellent accordingly,positive,happiness,formal,0.89
This seems fine,neutral,neutral,casual,0.37
I am very satisfied with the result!!,positive,happiness,formal,0.85
Nothing special here.,neutral,neutral,casual,0.37
What a wonderful outcome,positive,surprise,formal,0.85
I absolutely love this product! bro,positive,happiness,casual,0.89
This is absolutely frustrating.,negative,anger,formal,0.92
It works as expected in my opinion,neutral,neutral,formal,0.45
This is average!,neutral,neutral,professional,0.38
I hate this so much!!! bro,negative,anger,casual,0.98
This exceeded my expectations!,positive,surprise,professional,0.87
I am truly impressed!!!,positive,happiness,professional,0.9
This is a terrible experience!!! accordingly,negative,stress,formal,0.87
The result is acceptable!,neutral,neutral,formal,0.44
This exceeded my expectations!!,positive,surprise,professional,0.85
This is average!,neutral,neutral,professional,0.39
I regret buying this.,negative,sadness,casual,0.88
The quality is awful,negative,anger,professional,0.89
The service was excellent. therefore,positive,happiness,formal,0.88
I feel great about this. bro,positive,happiness,casual,0.84
I feel great about this!!,positive,happiness,casual,0.93
I am very disappointed.,negative,sadness,formal,0.86
The product is okay,neutral,neutral,casual,0.43
I absolutely love this product!!!,positive,happiness,casual,0.96
I hate this so much!! kinda,negative,anger,casual,0.91
